landmark_1_x,landmark_2_x,landmark_3_x,landmark_4_x,landmark_5_x,landmark_6_x,landmark_7_x,landmark_8_x,landmark_9_x,landmark_10_x,landmark_11_x,landmark_12_x,landmark_13_x,landmark_14_x,landmark_15_x,landmark_16_x,landmark_17_x,landmark_18_x,landmark_19_x,landmark_20_x,landmark_21_x,landmark_1_y,landmark_2_y,landmark_3_y,landmark_4_y,landmark_5_y,landmark_6_y,landmark_7_y,landmark_8_y,landmark_9_y,landmark_10_y,landmark_11_y,landmark_12_y,landmark_13_y,landmark_14_y,landmark_15_y,landmark_16_y,landmark_17_y,landmark_18_y,landmark_19_y,landmark_20_y,landmark_21_y,label,etiqueta
0.5275304913520813,0.6739456653594971,0.5767046809196472,0.642620325088501,0.5887908935546875,0.5735771656036377,0.546128511428833,0.5210479497909546,0.49746668338775635,0.482774555683136,0.5810492038726807,0.4326007664203644,0.5983406901359558,0.32606542110443115,0.6055283546447754,0.2551063895225525,0.6091452836990356,0.19269733130931854,0.5281995534896851,0.42747393250465393,0.5184658169746399,0.30906814336776733,0.5103542804718018,0.2320861965417862,0.5020886063575745,0.16071560978889465,0.4851364195346832,0.4578728973865509,0.45914074778556824,0.4005078673362732,0.47480878233909607,0.4731198847293854,0.48825401067733765,0.5256873965263367,0.4520970284938812,0.512664794921875,0.43656978011131287,0.47901153564453125,0.4571756422519684,0.5270797610282898,0.47447630763053894,0.5654085278511047,V,20
0.5856773853302002,0.5439996719360352,0.620676577091217,0.49598559737205505,0.6261719465255737,0.41542914509773254,0.5946432948112488,0.36330732703208923,0.5533722639083862,0.3564939498901367,0.5799072980880737,0.3373689353466034,0.5731326341629028,0.2512189745903015,0.5650037527084351,0.19956718385219574,0.5560393333435059,0.15646196901798248,0.5442487597465515,0.34786081314086914,0.5210152268409729,0.2617581784725189,0.5068413019180298,0.2035616636276245,0.4931498169898987,0.15369783341884613,0.5187256932258606,0.38080906867980957,0.49351930618286133,0.31562259793281555,0.5211470723152161,0.34370002150535583,0.543123722076416,0.37476497888565063,0.4996827244758606,0.4313036799430847,0.49032407999038696,0.3841085433959961,0.5143770575523376,0.38944682478904724,0.5344501733779907,0.4063100218772888,V,20
0.586765468120575,0.7858902215957642,0.6351031064987183,0.7045317888259888,0.6335924863815308,0.5975789427757263,0.5763264298439026,0.5096545815467834,0.5245007276535034,0.44884949922561646,0.6474794149398804,0.46514588594436646,0.6660762429237366,0.34067869186401367,0.6714641451835632,0.25946730375289917,0.6740378141403198,0.1866055130958557,0.5879356265068054,0.4701474905014038,0.5623774528503418,0.33349353075027466,0.5420477986335754,0.25018125772476196,0.5264894962310791,0.17401298880577087,0.5391190052032471,0.5164899826049805,0.5195154547691345,0.4467083811759949,0.5453811883926392,0.5259522199630737,0.5608639121055603,0.5789416432380676,0.4995858669281006,0.5854173898696899,0.48675912618637085,0.5217726230621338,0.5134984254837036,0.578183650970459,0.5321681499481201,0.6231282353401184,V,20
0.43786534667015076,0.6039481163024902,0.46923109889030457,0.5466811060905457,0.45838662981987,0.47146734595298767,0.40267568826675415,0.4343644976615906,0.35260117053985596,0.4170205593109131,0.43168604373931885,0.37674951553344727,0.4228547215461731,0.27856284379959106,0.413303941488266,0.21855461597442627,0.4024742841720581,0.16843609511852264,0.3894963562488556,0.38588327169418335,0.3615017235279083,0.29321926832199097,0.3417743146419525,0.23133885860443115,0.32237276434898376,0.1781129539012909,0.35818806290626526,0.41638603806495667,0.3268606662750244,0.34476691484451294,0.34700700640678406,0.38061997294425964,0.36083701252937317,0.4180982708930969,0.33613526821136475,0.4618181884288788,0.30796730518341064,0.4024868905544281,0.3278931975364685,0.4161335825920105,0.34666720032691956,0.4437607228755951,V,20
0.6303988099098206,0.603196382522583,0.6839488744735718,0.5522915720939636,0.6903707385063171,0.46540847420692444,0.6232249140739441,0.43811896443367004,0.5640425086021423,0.4392525553703308,0.6628828048706055,0.3455478549003601,0.6868903636932373,0.23266953229904175,0.7026095390319824,0.16329817473888397,0.7154005765914917,0.10355767607688904,0.6097425818443298,0.3434702455997467,0.6053429245948792,0.22232958674430847,0.6067827343940735,0.14459067583084106,0.6046874523162842,0.07622179388999939,0.566821277141571,0.37246575951576233,0.5475444793701172,0.2992750406265259,0.5684747695922852,0.36321163177490234,0.5804416537284851,0.41828155517578125,0.5345169901847839,0.4210129976272583,0.5214776396751404,0.3671739995479584,0.5425287485122681,0.4054409861564636,0.5541242361068726,0.4476902186870575,V,20
0.6164875030517578,0.8266546726226807,0.6810998916625977,0.7850302457809448,0.72340989112854,0.7129709124565125,0.7173819541931152,0.658881425857544,0.6719509363174438,0.6265978813171387,0.6742855310440063,0.5170982480049133,0.7105193734169006,0.4047529399394989,0.7288492918014526,0.33257031440734863,0.7425416707992554,0.26840174198150635,0.606412410736084,0.5136178135871887,0.590358555316925,0.3718014359474182,0.5839915871620178,0.27636316418647766,0.5791019797325134,0.19681480526924133,0.5494505167007446,0.5532957315444946,0.5702856183052063,0.5165698528289795,0.6203975081443787,0.6083648800849915,0.6503371000289917,0.6779217720031738,0.5079491138458252,0.6193039417266846,0.5420132875442505,0.5967157483100891,0.5958747267723083,0.656624436378479,0.6340222954750061,0.7090283632278442,V,20
0.44325384497642517,0.5160040855407715,0.47100645303726196,0.4638015329837799,0.46052736043930054,0.38466936349868774,0.4099178910255432,0.33390483260154724,0.36756616830825806,0.29763370752334595,0.4798240661621094,0.2824849784374237,0.4903313219547272,0.18476206064224243,0.49463948607444763,0.12237764894962311,0.49773234128952026,0.07054239511489868,0.43640315532684326,0.28671789169311523,0.4177381694316864,0.1809169501066208,0.4026898145675659,0.11581265926361084,0.3919105529785156,0.058124929666519165,0.4020877182483673,0.31414705514907837,0.3724665939807892,0.2782753109931946,0.3852820098400116,0.33843177556991577,0.3975514769554138,0.37666982412338257,0.3753674030303955,0.3519899249076843,0.34927982091903687,0.3141607642173767,0.36260512471199036,0.3550662398338318,0.3768696188926697,0.38512277603149414,V,20
0.5812637805938721,0.5941630601882935,0.6129052042961121,0.540205717086792,0.6143071055412292,0.44831791520118713,0.5651934146881104,0.39180275797843933,0.5194529294967651,0.3531752824783325,0.6228872537612915,0.3593558073043823,0.6263930797576904,0.2621852457523346,0.6284143328666687,0.1991623044013977,0.6292335987091064,0.14678888022899628,0.583785355091095,0.3715560734272003,0.570280134677887,0.2666049003601074,0.5662704706192017,0.2010214924812317,0.5612736940383911,0.1457514464855194,0.5493201017379761,0.40481168031692505,0.5333259701728821,0.36429452896118164,0.5522644519805908,0.4234216511249542,0.5623612999916077,0.4557127058506012,0.5198577046394348,0.445148766040802,0.5144701600074768,0.41266271471977234,0.5312585234642029,0.4580678343772888,0.53783118724823,0.48738229274749756,V,20
0.5949207544326782,0.7924301028251648,0.6420652270317078,0.7134392261505127,0.6353759765625,0.6033148169517517,0.5754606127738953,0.5168638229370117,0.5209230184555054,0.4561663269996643,0.6481351852416992,0.47019875049591064,0.6636269688606262,0.3428206741809845,0.6670920848846436,0.26041752099990845,0.6685872673988342,0.18687564134597778,0.5869067311286926,0.47837725281715393,0.5572581887245178,0.34084248542785645,0.5346863865852356,0.2578863501548767,0.5169817209243774,0.18217185139656067,0.5378944873809814,0.5274046063423157,0.5150008201599121,0.4557642936706543,0.5436469912528992,0.5371432304382324,0.5605827569961548,0.5924672484397888,0.49978989362716675,0.5999730229377747,0.48486632108688354,0.5318726301193237,0.5140334367752075,0.5894527435302734,0.5343523025512695,0.6367231607437134,V,20
0.5417932868003845,0.7935546040534973,0.5840208530426025,0.7185022234916687,0.575767993927002,0.6151090860366821,0.520669162273407,0.52949059009552,0.47004279494285583,0.4683988094329834,0.599239706993103,0.4765110909938812,0.6098932027816772,0.34978923201560974,0.6117303371429443,0.2683773338794708,0.6117004752159119,0.19654583930969238,0.5393332242965698,0.4861498177051544,0.5078089833259583,0.35260009765625,0.4832198917865753,0.26851886510849,0.4640771150588989,0.19171380996704102,0.49089017510414124,0.5350334644317627,0.46817147731781006,0.4683469235897064,0.4936293363571167,0.5462597608566284,0.5097939968109131,0.5982063412666321,0.4535447061061859,0.6047407388687134,0.43673983216285706,0.5393849611282349,0.4618687629699707,0.5953012108802795,0.4818026125431061,0.6406658887863159,V,20
